,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228
sum_p_22,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000,14080000
sum_p_23,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000,14720000
sum_p_24,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000,15360000
sum_p_25,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000
c_loss_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c_loss_1,0.000161079,0.00016078,0.000160082,0.000158796,0.000157032,0.000154902,0.000152236,0.000149526,0.000145872,0.000142316,0.000138008,0.000133849,0.000129053,0.000124465,0.000119367,0.000114536,0.000109328,0.000104439,9.92985E-05,9.45171E-05,8.95958E-05,8.50553E-05,8.04635E-05,7.6256E-05,7.20615E-05,6.82377E-05,6.44685E-05,6.10443E-05,5.76978E-05,5.46631E-05,5.17157E-05,4.90442E-05,4.64608E-05,4.41179E-05,4.18588E-05,3.98071E-05,3.78322E-05,3.60351E-05,3.43069E-05,3.27306E-05,3.12152E-05,2.98295E-05,2.84971E-05,2.72755E-05,2.61005E-05,2.50203E-05,2.39806E-05,2.30222E-05,2.20991E-05,2.1246E-05,2.04235E-05,1.89263E-05,1.75839E-05,1.63765E-05,1.52871E-05,1.43011E-05,1.34063E-05,1.25918E-05,1.18486E-05,1.11686E-05,1.0545E-05,9.97188E-06,9.44389E-06,8.95649E-06,8.50566E-06,8.08786E-06,7.69996E-06,7.3392E-06,7.00311E-06,6.68951E-06,6.39645E-06,6.12218E-06,5.86513E-06,5.6239E-06,5.39721E-06,5.18394E-06,4.98303E-06,4.79356E-06,4.61468E-06,4.44561E-06,4.28565E-06,4.13416E-06,3.99056E-06,3.85429E-06,3.72489E-06,3.60189E-06,3.37346E-06,3.16608E-06,2.97724E-06,2.80479E-06,2.64689E-06,2.50196E-06,2.3686E-06,2.24563E-06,2.13199E-06,2.02675E-06,1.92912E-06,1.83838E-06,1.75389E-06,1.67509E-06,1.60148E-06,1.53262E-06,1.46811E-06,1.40758E-06,1.35073E-06,1.29724E-06,1.24688E-06,1.19939E-06,1.15456E-06,1.1122E-06,1.07212E-06,1.03418E-06,9.98213E-07,9.64091E-07,9.31689E-07,9.00894E-07,8.716E-07,8.43712E-07,8.17142E-07,7.91807E-07,7.67632E-07,7.44548E-07,7.22489E-07,7.01397E-07,6.81214E-07,6.61891E-07,6.17031E-07,5.76583E-07,5.39985E-07,5.06764E-07,4.76517E-07,4.48899E-07,4.23614E-07,4.00407E-07,3.79056E-07,3.59369E-07,3.41176E-07,3.24331E-07,3.08703E-07,2.94178E-07,2.80654E-07,2.68042E-07,2.56262E-07,2.45241E-07,2.34916E-07,2.2523E-07,2.16131E-07,2.07572E-07,1.99512E-07,1.91912E-07,1.84738E-07,1.7796E-07,1.71547E-07,1.65475E-07,1.5972E-07,1.5426E-07,1.49075E-07,1.44147E-07,1.34998E-07,1.26692E-07,1.1913E-07,1.12226E-07,1.05904E-07,1.00102E-07,9.47646E-08,8.98426E-08,8.52944E-08,8.1083E-08,7.71759E-08,7.35446E-08,7.01637E-08,6.70107E-08,6.40655E-08,6.13104E-08,5.87292E-08,5.63076E-08,5.40328E-08,5.18931E-08,4.9878E-08,4.79781E-08,4.61847E-08,4.449E-08,4.28869E-08,4.13689E-08,3.99301E-08,3.8565E-08,3.72688E-08,3.60369E-08,3.4865E-08,3.37494E-08,3.26865E-08,3.1673E-08,3.0706E-08,2.97825E-08,2.89001E-08,2.80564E-08,2.72491E-08,2.64761E-08,2.57355E-08,2.50256E-08,2.43447E-08,2.36912E-08,2.30636E-08,2.24607E-08,2.18811E-08,2.13236E-08,2.07872E-08,2.02707E-08,1.97733E-08,1.9294E-08,1.88319E-08,1.83862E-08,1.79561E-08,1.75409E-08,1.714E-08,1.67527E-08,1.63783E-08,1.60164E-08,1.56663E-08,1.53276E-08,1.49997E-08,1.46823E-08,1.43748E-08,1.40769E-08,1.37882E-08,1.35082E-08,1.32367E-08,1.3104E-08,1.29733E-08
c_loss_2,0.000341717,0.000341717,0.000340718,0.000339424,0.000337641,0.000335475,0.000332738,0.000329927,0.000326091,0.000322301,0.00031763,0.000313031,0.000307608,0.000302288,0.000296212,0.000290275,0.000283658,0.000277219,0.000270185,0.00026337,0.000256048,0.000248985,0.000241507,0.000234325,0.000226818,0.000219641,0.000212223,0.000205162,0.000197937,0.000191086,0.00018414,0.000177577,0.000170973,0.000164754,0.000158539,0.000152701,0.000146899,0.000141461,0.000136083,0.000131048,0.00012609,0.000121452,0.000116899,0.000112643,0.000108475,0.000104579,0.000100771,9.72104E-05,9.37359E-05,9.04855E-05,8.73168E-05,8.14604E-05,7.61156E-05,7.12346E-05,6.67727E-05,6.2689E-05,5.89467E-05,5.5512E-05,5.2355E-05,4.94485E-05,4.67685E-05,4.42933E-05,4.20036E-05,3.98821E-05,3.79135E-05,3.60838E-05,3.43808E-05,3.27933E-05,3.13115E-05,2.99263E-05,2.86298E-05,2.74146E-05,2.62743E-05,2.52029E-05,2.41951E-05,2.3246E-05,2.23511E-05,2.15066E-05,2.07087E-05,1.99541E-05,1.92397E-05,1.85628E-05,1.79208E-05,1.73113E-05,1.67323E-05,1.61817E-05,1.51587E-05,1.42295E-05,1.33828E-05,1.26093E-05,1.19009E-05,1.12504E-05,1.06516E-05,1.00994E-05,9.58894E-06,9.11618E-06,8.67749E-06,8.26969E-06,7.88994E-06,7.53573E-06,7.20483E-06,6.89524E-06,6.60517E-06,6.33301E-06,6.07733E-06,5.83681E-06,5.61028E-06,5.39668E-06,5.19505E-06,5.00451E-06,4.82425E-06,4.65356E-06,4.49177E-06,4.33826E-06,4.1925E-06,4.05395E-06,3.92216E-06,3.79669E-06,3.67714E-06,3.56316E-06,3.45439E-06,3.35052E-06,3.25127E-06,3.15636E-06,3.06555E-06,2.97861E-06,2.77675E-06,2.59474E-06,2.43006E-06,2.28057E-06,2.14446E-06,2.02018E-06,1.90639E-06,1.80196E-06,1.70588E-06,1.61728E-06,1.53541E-06,1.4596E-06,1.38927E-06,1.32391E-06,1.26305E-06,1.20629E-06,1.15327E-06,1.10368E-06,1.05721E-06,1.01362E-06,9.72672E-07,9.34155E-07,8.97881E-07,8.63679E-07,8.31396E-07,8.00889E-07,7.7203E-07,7.44704E-07,7.18804E-07,6.94231E-07,6.70898E-07,6.48721E-07,6.07543E-07,5.70165E-07,5.36134E-07,5.0506E-07,4.76612E-07,4.50502E-07,4.26479E-07,4.04328E-07,3.83859E-07,3.64906E-07,3.47323E-07,3.30981E-07,3.15766E-07,3.01576E-07,2.88321E-07,2.75922E-07,2.64305E-07,2.53407E-07,2.4317E-07,2.3354E-07,2.24472E-07,2.15921E-07,2.0785E-07,2.00223E-07,1.93009E-07,1.86177E-07,1.79702E-07,1.73559E-07,1.67725E-07,1.62181E-07,1.56907E-07,1.51886E-07,1.47103E-07,1.42542E-07,1.3819E-07,1.34034E-07,1.30063E-07,1.26265E-07,1.22632E-07,1.19153E-07,1.1582E-07,1.12626E-07,1.09561E-07,1.0662E-07,1.03796E-07,1.01082E-07,9.84738E-08,9.5965E-08,9.35509E-08,9.12267E-08,8.89881E-08,8.68309E-08,8.47512E-08,8.27453E-08,8.08098E-08,7.89415E-08,7.71371E-08,7.5394E-08,7.37093E-08,7.20804E-08,7.05049E-08,6.89805E-08,6.7505E-08,6.60764E-08,6.46926E-08,6.33519E-08,6.20524E-08,6.07925E-08,5.95706E-08,5.89734E-08,5.83851E-08
c_loss_3,0.0005136,0.0005136,0.000512601,0.000511306,0.000509517,0.000507339,0.000504581,0.000501741,0.00049785,0.00049399,0.000489208,0.000484476,0.000478861,0.000473315,0.000466933,0.000460644,0.000453573,0.000446623,0.000438948,0.000431426,0.000423245,0.000415248,0.000406661,0.000398292,0.000389405,0.000380769,0.000371691,0.000362894,0.000353728,0.000344874,0.000335723,0.000326909,0.000317865,0.000309179,0.000300327,0.000291847,0.000283257,0.000275049,0.000266779,0.000258894,0.000250988,0.000243465,0.000235954,0.000228818,0.00022172,0.000214986,0.00020831,0.000201982,0.000195726,0.000189801,0.000183956,0.000172977,0.000162755,0.000153252,0.000144427,0.000136236,0.000128636,0.000121583,0.000115038,0.000108959,0.000103311,9.80593E-05,9.31718E-05,8.86191E-05,8.43742E-05,8.04123E-05,7.67105E-05,7.32483E-05,7.00066E-05,6.69681E-05,6.41171E-05,6.14392E-05,5.89212E-05,5.65511E-05,5.4318E-05,5.22119E-05,5.02236E-05,4.83447E-05,4.65676E-05,4.48852E-05,4.32911E-05,4.17793E-05,4.03444E-05,3.89812E-05,3.76853E-05,3.64523E-05,3.41595E-05,3.20748E-05,3.01739E-05,2.84361E-05,2.68433E-05,2.53801E-05,2.40329E-05,2.27896E-05,2.16401E-05,2.05752E-05,1.95867E-05,1.86676E-05,1.78115E-05,1.70129E-05,1.62667E-05,1.55685E-05,1.49142E-05,1.43002E-05,1.37233E-05,1.31806E-05,1.26694E-05,1.21874E-05,1.17323E-05,1.13022E-05,1.08953E-05,1.051E-05,1.01448E-05,9.79821E-06,9.46911E-06,9.1563E-06,8.85874E-06,8.57544E-06,8.3055E-06,8.04811E-06,7.8025E-06,7.56795E-06,7.34382E-06,7.1295E-06,6.92442E-06,6.72806E-06,6.2722E-06,5.86113E-06,5.48918E-06,5.15154E-06,4.84411E-06,4.5634E-06,4.3064E-06,4.07051E-06,3.85348E-06,3.65335E-06,3.46842E-06,3.29718E-06,3.13832E-06,2.99066E-06,2.85319E-06,2.72498E-06,2.60522E-06,2.49319E-06,2.38823E-06,2.28976E-06,2.19726E-06,2.11025E-06,2.02831E-06,1.95105E-06,1.87812E-06,1.80921E-06,1.74402E-06,1.68229E-06,1.62378E-06,1.56827E-06,1.51556E-06,1.46546E-06,1.37244E-06,1.28801E-06,1.21113E-06,1.14093E-06,1.07667E-06,1.01769E-06,9.6342E-07,9.13381E-07,8.67142E-07,8.24327E-07,7.84607E-07,7.47689E-07,7.13318E-07,6.81263E-07,6.51321E-07,6.2331E-07,5.97069E-07,5.7245E-07,5.49323E-07,5.2757E-07,5.07084E-07,4.87768E-07,4.69536E-07,4.52307E-07,4.36009E-07,4.20576E-07,4.05948E-07,3.92071E-07,3.78893E-07,3.66368E-07,3.54455E-07,3.43113E-07,3.32307E-07,3.22003E-07,3.12172E-07,3.02784E-07,2.93813E-07,2.85235E-07,2.77027E-07,2.69169E-07,2.6164E-07,2.54423E-07,2.475E-07,2.40856E-07,2.34476E-07,2.28346E-07,2.22453E-07,2.16786E-07,2.11333E-07,2.06082E-07,2.01025E-07,1.96152E-07,1.91454E-07,1.86923E-07,1.8255E-07,1.7833E-07,1.74254E-07,1.70316E-07,1.6651E-07,1.6283E-07,1.59271E-07,1.55828E-07,1.52495E-07,1.49267E-07,1.46141E-07,1.43113E-07,1.40177E-07,1.37331E-07,1.34571E-07,1.33222E-07,1.31893E-07
c_loss_4,0.000662192,0.000662192,0.000661193,0.000659896,0.000658105,0.000655922,0.000653154,0.000650301,0.000646385,0.000642494,0.000637664,0.000632871,0.00062717,0.000621522,0.000615002,0.000608556,0.000601277,0.000594095,0.000586127,0.00057828,0.0005697,0.000561266,0.000552156,0.00054322,0.000533668,0.000524319,0.000514417,0.000504747,0.00049459,0.000484693,0.000474373,0.000464342,0.000453954,0.000443879,0.000433509,0.000423475,0.000413207,0.000403293,0.000393201,0.000383478,0.000373627,0.000364154,0.0003546,0.000345429,0.000336216,0.000327387,0.000318549,0.000310092,0.000301653,0.000293587,0.000285562,0.000270295,0.000255855,0.000242233,0.000229411,0.000217362,0.000206056,0.000195456,0.000185527,0.000176229,0.000167524,0.000159374,0.000151743,0.000144595,0.000137897,0.000131617,0.000125726,0.000120196,0.000115001,0.000110117,0.000105522,0.000101195,9.71177E-05,9.32722E-05,8.96423E-05,8.62131E-05,8.29708E-05,7.99027E-05,7.69971E-05,7.42431E-05,7.16309E-05,6.91512E-05,6.67954E-05,6.45557E-05,6.24248E-05,6.03959E-05,5.66197E-05,5.31823E-05,5.00452E-05,4.71748E-05,4.45422E-05,4.21223E-05,3.98929E-05,3.78347E-05,3.59309E-05,3.41665E-05,3.25283E-05,3.10046E-05,2.95851E-05,2.82606E-05,2.70227E-05,2.58642E-05,2.47784E-05,2.37594E-05,2.28019E-05,2.19009E-05,2.10522E-05,2.02518E-05,1.94962E-05,1.87819E-05,1.81062E-05,1.74662E-05,1.68596E-05,1.62839E-05,1.57372E-05,1.52176E-05,1.47232E-05,1.42526E-05,1.38041E-05,1.33764E-05,1.29683E-05,1.25786E-05,1.22062E-05,1.18501E-05,1.15093E-05,1.1183E-05,1.04254E-05,9.74229E-06,9.12414E-06,8.56298E-06,8.05203E-06,7.58548E-06,7.15832E-06,6.76624E-06,6.40551E-06,6.07287E-06,5.76548E-06,5.48085E-06,5.21679E-06,4.97135E-06,4.74284E-06,4.52973E-06,4.33066E-06,4.14443E-06,3.96996E-06,3.80628E-06,3.65252E-06,3.50789E-06,3.37168E-06,3.24325E-06,3.12202E-06,3.00747E-06,2.89911E-06,2.79649E-06,2.69924E-06,2.60696E-06,2.51934E-06,2.43607E-06,2.28144E-06,2.14108E-06,2.01329E-06,1.8966E-06,1.78977E-06,1.69173E-06,1.60152E-06,1.51834E-06,1.44147E-06,1.3703E-06,1.30427E-06,1.2429E-06,1.18577E-06,1.13248E-06,1.08271E-06,1.03615E-06,9.92524E-07,9.516E-07,9.13155E-07,8.76995E-07,8.4294E-07,8.10831E-07,7.80522E-07,7.51882E-07,7.24789E-07,6.99135E-07,6.74819E-07,6.5175E-07,6.29844E-07,6.09025E-07,5.8922E-07,5.70366E-07,5.52403E-07,5.35276E-07,5.18932E-07,5.03326E-07,4.88414E-07,4.74154E-07,4.6051E-07,4.47447E-07,4.34931E-07,4.22934E-07,4.11426E-07,4.00382E-07,3.89776E-07,3.79586E-07,3.69791E-07,3.6037E-07,3.51304E-07,3.42577E-07,3.3417E-07,3.26069E-07,3.1826E-07,3.10727E-07,3.03459E-07,2.96443E-07,2.89667E-07,2.83121E-07,2.76795E-07,2.70678E-07,2.64761E-07,2.59037E-07,2.53496E-07,2.48132E-07,2.42935E-07,2.379E-07,2.33021E-07,2.28289E-07,2.23701E-07,2.21458E-07,2.19249E-07
c_loss_5,0.000790219,0.00079022,0.00078922,0.000787923,0.00078613,0.000783945,0.000781172,0.000778311,0.000774381,0.000770473,0.000765615,0.000760789,0.000755039,0.000749335,0.000742737,0.000736201,0.000728807,0.000721493,0.00071336,0.000705328,0.000696522,0.000687839,0.00067843,0.000669168,0.000659233,0.000649471,0.000639089,0.000628907,0.000618164,0.000607647,0.000596628,0.000585861,0.000574652,0.000563722,0.000552408,0.000541398,0.000530063,0.000519052,0.000507774,0.000496839,0.00048569,0.0004749,0.000463946,0.000453364,0.000442662,0.00043234,0.00042194,0.000411925,0.000401866,0.000392193,0.000382508,0.000363915,0.000346122,0.00032915,0.000313005,0.000297684,0.000283174,0.000269454,0.000256499,0.00024428,0.000232763,0.000221914,0.000211699,0.000202081,0.000193027,0.000184502,0.000176473,0.00016891,0.000161783,0.000155063,0.000148723,0.000142739,0.000137088,0.000131747,0.000126696,0.000121917,0.000117391,0.000113102,0.000109035,0.000105176,0.000101511,9.80289E-05,9.47177E-05,9.15669E-05,8.85669E-05,8.57084E-05,8.03831E-05,7.553E-05,7.10964E-05,6.70364E-05,6.33101E-05,5.98824E-05,5.67229E-05,5.38047E-05,5.11041E-05,4.86004E-05,4.62749E-05,4.41115E-05,4.20954E-05,4.02137E-05,3.84548E-05,3.68084E-05,3.5265E-05,3.38164E-05,3.24549E-05,3.11737E-05,2.99668E-05,2.88284E-05,2.77535E-05,2.67375E-05,2.57761E-05,2.48656E-05,2.40024E-05,2.31833E-05,2.24054E-05,2.16659E-05,2.09624E-05,2.02925E-05,1.96542E-05,1.90455E-05,1.84647E-05,1.791E-05,1.73798E-05,1.68729E-05,1.63878E-05,1.59233E-05,1.48449E-05,1.38723E-05,1.29923E-05,1.21933E-05,1.14658E-05,1.08016E-05,1.01934E-05,9.63509E-06,9.12145E-06,8.64781E-06,8.21012E-06,7.80482E-06,7.42881E-06,7.07933E-06,6.75393E-06,6.45047E-06,6.167E-06,5.90181E-06,5.65337E-06,5.42029E-06,5.20133E-06,4.99537E-06,4.80141E-06,4.61853E-06,4.4459E-06,4.28277E-06,4.12846E-06,3.98234E-06,3.84384E-06,3.71244E-06,3.58767E-06,3.46908E-06,3.24889E-06,3.04901E-06,2.86703E-06,2.70086E-06,2.54874E-06,2.40911E-06,2.28065E-06,2.1622E-06,2.05274E-06,1.95138E-06,1.85736E-06,1.76996E-06,1.6886E-06,1.61272E-06,1.54184E-06,1.47553E-06,1.41341E-06,1.35513E-06,1.30039E-06,1.24889E-06,1.20039E-06,1.15467E-06,1.11151E-06,1.07072E-06,1.03214E-06,9.95609E-07,9.60982E-07,9.2813E-07,8.96935E-07,8.67286E-07,8.39084E-07,8.12235E-07,7.86654E-07,7.62263E-07,7.3899E-07,7.16766E-07,6.95529E-07,6.75223E-07,6.55793E-07,6.3719E-07,6.19368E-07,6.02282E-07,5.85895E-07,5.70167E-07,5.55064E-07,5.40553E-07,5.26604E-07,5.13187E-07,5.00278E-07,4.87849E-07,4.75878E-07,4.64342E-07,4.5322E-07,4.42493E-07,4.32143E-07,4.22152E-07,4.12503E-07,4.03181E-07,3.94172E-07,3.85461E-07,3.77036E-07,3.68884E-07,3.60994E-07,3.53354E-07,3.45954E-07,3.38784E-07,3.31835E-07,3.25097E-07,3.18563E-07,3.15369E-07,3.12223E-07
